Transaction ID,,Transaction effective date,Transaction amount,Credit or debit indicator,Statement description,High level transaction purpose,Mid level transaction purpose,Low level transaction purpose,Transaction code,Merchant ID,Product type,Snapshot date,Payment due day,Repayment amount,Previous repayment date
387,,10/15/2019,8596.57,Credit,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,Transfer,Online,Utilities,572,7948,Home Loan,10/29/2019,9,900.76,8/28/2020
388,,10/17/2021,7130.97,Debit,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,Transfer,Retail,Utilities,153,1433,Personal Loan,5/2/2020,7,1924.62,2/21/2021
389,,9/3/2020,5221.36,Credit,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,Purchase,Online,Utilities,967,5234,Home Loan,4/4/2019,31,1760.16,9/11/2019
390,,10/15/2020,6893.81,Debit,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,Withdrawal,Online,Groceries,995,2471,Personal Loan,3/5/2019,20,2631.72,6/20/2021
391,,2/23/2020,4941.05,Debit,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,Purchase,ATM,Utilities,615,6014,Home Loan,2/4/2019,28,3627.72,4/13/2020
392,,1/6/2020,4300.8,Credit,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,Transfer,Online,Groceries,285,4013,Personal Loan,4/24/2019,2,3130.88,5/3/2020
393,,5/19/2020,5376.26,Debit,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,Transfer,Retail,Entertainment,841,5634,Personal Loan,6/22/2020,29,905.33,11/7/2020
394,,7/13/2019,2726.17,Credit,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,Transfer,Online,Entertainment,316,3413,Personal Loan,12/25/2019,11,400.32,3/19/2020
395,,8/19/2021,3689.06,Credit,duis consequat dui nec nisi volutpat eleifend donec ut dolor,Purchase,ATM,Entertainment,564,2845,Home Loan,6/10/2019,20,4936.89,5/30/2020
396,,1/31/2020,3611.8,Debit,consequat in consequat ut nulla sed accumsan felis ut at dolor,Withdrawal,Retail,Groceries,337,2782,Personal Loan,4/25/2019,1,1848.43,7/21/2020
397,,9/29/2019,2102.4,Debit,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,Purchase,ATM,Groceries,409,4990,Home Loan,1/7/2021,7,1568.44,6/9/2019
398,,2/1/2021,9805.78,Credit,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,Transfer,ATM,Groceries,455,7720,Home Loan,11/21/2021,11,2476.69,5/15/2021
399,,7/5/2020,5772.18,Debit,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,Transfer,ATM,Groceries,911,8768,Personal Loan,1/24/2020,20,3308.36,2/17/2021
400,,12/30/2020,8364.48,Credit,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,Purchase,Retail,Groceries,245,1370,Personal Loan,4/4/2019,11,4234.61,5/8/2020
401,,5/11/2021,1230.8,Credit,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,Transfer,Retail,Entertainment,752,2666,Personal Loan,9/21/2020,11,3921.89,1/7/2021
402,,12/20/2020,5675.8,Credit,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,Transfer,ATM,Groceries,124,4742,Home Loan,3/1/2020,27,1038.22,10/1/2019
403,,12/5/2021,4048.99,Debit,in porttitor pede justo eu massa donec dapibus duis at velit eu,Purchase,Online,Utilities,572,5823,Personal Loan,7/14/2019,25,3295.91,6/16/2021
404,,5/30/2020,4816.26,Debit,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,Purchase,Retail,Utilities,461,1534,Home Loan,6/2/2021,5,4593.28,8/13/2021
405,,6/19/2019,6851.35,Credit,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,Purchase,Online,Entertainment,944,9759,Home Loan,6/22/2021,25,1506.36,10/25/2021
406,,3/27/2021,9412.11,Credit,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,Transfer,Online,Entertainment,295,1564,Personal Loan,6/25/2019,3,2982.08,8/11/2021
407,,3/14/2020,9090.97,Debit,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,Withdrawal,Online,Utilities,923,1547,Personal Loan,10/23/2021,29,3267.75,4/6/2019
408,,12/2/2020,1468.56,Debit,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,Transfer,ATM,Groceries,182,2614,Personal Loan,3/29/2021,13,4906.86,4/14/2021
409,,3/23/2019,7069.53,Credit,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,Transfer,Online,Utilities,768,7971,Home Loan,10/26/2020,19,294.38,11/1/2021
410,,9/10/2019,2375.8,Debit,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,Withdrawal,Retail,Utilities,717,3297,Home Loan,2/23/2019,22,2056.42,9/21/2019
411,,7/7/2020,7640.65,Debit,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,Purchase,ATM,Groceries,109,8782,Home Loan,1/12/2019,4,4884,9/25/2021
412,,3/26/2020,3674.97,Credit,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,Purchase,Retail,Entertainment,805,2179,Personal Loan,8/29/2019,1,2980.04,8/11/2019
413,,8/5/2020,9407.89,Debit,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,Withdrawal,Online,Groceries,622,4974,Personal Loan,9/9/2019,2,2984.6,9/20/2019
414,,1/31/2020,7349.41,Debit,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,Purchase,Retail,Groceries,691,9122,Home Loan,7/21/2019,18,2140.94,4/11/2021
415,,11/11/2020,6233.38,Credit,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,Transfer,Online,Groceries,872,4766,Personal Loan,6/19/2020,28,962.28,10/7/2019
416,,10/31/2020,4595.12,Credit,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,Transfer,Retail,Entertainment,487,5136,Personal Loan,3/18/2020,29,1072.47,2/6/2019
417,,10/29/2019,829.3,Debit,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,Transfer,Online,Utilities,998,8374,Home Loan,2/21/2021,27,4144.18,11/10/2020
418,,4/19/2019,6671.05,Debit,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,Transfer,ATM,Entertainment,926,7734,Personal Loan,12/20/2019,6,4719.02,5/11/2021
419,,4/21/2021,5477.65,Credit,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,Transfer,ATM,Utilities,662,1649,Home Loan,12/9/2019,23,2411.95,2/4/2021
420,,10/16/2019,7977.73,Credit,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,Purchase,ATM,Groceries,242,8559,Home Loan,11/17/2020,31,2146.89,8/24/2019
421,,12/13/2021,5769.21,Credit,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,Withdrawal,Online,Groceries,334,7098,Home Loan,7/16/2021,19,260.6,4/6/2020
422,,10/27/2020,9755.19,Debit,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,Transfer,Online,Utilities,932,8823,Home Loan,9/11/2021,4,4668.72,10/11/2019
423,,12/5/2020,6765.9,Credit,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,Transfer,Retail,Groceries,717,3519,Home Loan,4/26/2019,20,2654.71,5/1/2019
424,,2/18/2021,507.81,Debit,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,Transfer,Online,Entertainment,888,5336,Personal Loan,2/3/2021,29,970.65,1/7/2021
425,,9/8/2021,9408.91,Debit,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,Purchase,ATM,Groceries,423,7970,Personal Loan,12/30/2020,18,4972.31,6/17/2019
426,,9/1/2020,5587.24,Debit,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,Withdrawal,Online,Utilities,286,2413,Home Loan,8/26/2021,5,4461,7/24/2020
427,,9/2/2019,3624.45,Credit,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,Withdrawal,Retail,Entertainment,262,3765,Home Loan,10/1/2019,31,4215.57,4/28/2020
428,,1/7/2021,2973.55,Debit,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,Purchase,Online,Utilities,620,4693,Personal Loan,3/1/2021,9,3682.78,3/8/2021
429,,8/22/2020,5761.03,Debit,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,Withdrawal,Retail,Groceries,676,1720,Home Loan,8/29/2020,1,4871.26,3/9/2019
430,,2/19/2019,9590.71,Credit,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,Withdrawal,Online,Utilities,738,8124,Personal Loan,4/11/2019,27,2924.17,2/5/2021
431,,8/1/2021,4203.33,Debit,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,Transfer,Online,Utilities,304,9861,Home Loan,6/11/2021,15,4298.5,7/25/2021
432,,3/17/2019,9603.09,Debit,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,Purchase,ATM,Entertainment,470,5781,Personal Loan,4/27/2021,26,1943.29,6/22/2021
433,,9/7/2020,8108.54,Debit,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,Transfer,ATM,Groceries,176,1649,Home Loan,2/28/2021,7,1664.24,11/22/2021
434,,3/15/2020,667.41,Debit,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,Withdrawal,Online,Entertainment,818,1332,Home Loan,3/31/2021,1,258.91,10/30/2021
435,,9/28/2021,3575.72,Credit,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,Withdrawal,Online,Utilities,866,2733,Home Loan,5/13/2019,27,4271.11,5/25/2019
436,,9/13/2020,8737.7,Credit,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,Transfer,Online,Entertainment,824,1268,Home Loan,1/21/2020,24,3886.5,7/19/2021
437,,2/28/2020,3283.39,Credit,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,Withdrawal,Retail,Groceries,554,7172,Personal Loan,9/7/2019,28,3971.77,10/19/2021
438,,11/23/2019,7049.62,Debit,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,Withdrawal,ATM,Entertainment,541,8765,Personal Loan,7/24/2020,27,4589.55,9/15/2021
439,,10/30/2020,8936.62,Debit,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,Purchase,ATM,Entertainment,182,7574,Home Loan,7/16/2021,12,2262.82,11/14/2021
440,,8/17/2021,3973.51,Credit,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,Withdrawal,Retail,Groceries,549,2361,Personal Loan,7/8/2019,16,3965.99,2/29/2020
441,,10/7/2020,5262.78,Debit,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,Transfer,ATM,Groceries,741,1382,Home Loan,12/9/2019,10,635.88,12/20/2019
442,,8/14/2021,6553.73,Credit,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,Purchase,Online,Entertainment,754,7078,Home Loan,6/3/2019,26,321.98,6/28/2019
443,,7/30/2021,4844.33,Debit,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,Purchase,ATM,Groceries,232,6037,Home Loan,2/23/2021,2,2408.31,1/5/2019
444,,6/2/2020,4585.21,Debit,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,Purchase,ATM,Utilities,677,6650,Personal Loan,8/21/2019,8,2818.86,4/19/2020
445,,5/1/2020,341.44,Credit,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,Withdrawal,Retail,Utilities,745,6898,Personal Loan,6/12/2019,6,4206.19,10/27/2019
446,,3/24/2020,352.34,Debit,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,Transfer,Online,Utilities,994,7666,Personal Loan,7/13/2020,6,3534.73,2/28/2021
447,,9/21/2020,2585.87,Credit,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,Withdrawal,ATM,Entertainment,972,2500,Personal Loan,10/18/2021,5,1634.53,2/19/2019
448,,8/20/2019,4117.44,Credit,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,Transfer,ATM,Entertainment,715,2802,Personal Loan,11/2/2021,20,3355.98,10/11/2020
449,,6/19/2021,24.67,Debit,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Withdrawal,ATM,Entertainment,471,5543,Personal Loan,11/15/2020,29,1140.72,10/28/2019
450,,3/19/2019,3836.42,Credit,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,Transfer,Retail,Groceries,135,4699,Personal Loan,5/17/2019,11,2211.85,12/5/2021
451,,3/27/2021,8482.06,Debit,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,Withdrawal,ATM,Groceries,967,3490,Personal Loan,7/26/2021,4,1004.06,10/15/2020
452,,9/26/2019,5062.72,Credit,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,Transfer,ATM,Groceries,235,6701,Personal Loan,4/15/2021,13,2409.12,5/20/2019
453,,8/22/2021,4029.45,Credit,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,Purchase,Online,Groceries,769,7603,Home Loan,4/28/2021,1,2871.18,5/4/2021
454,,1/11/2019,2978.36,Debit,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,Transfer,Retail,Groceries,919,6704,Personal Loan,7/17/2021,16,89.23,1/29/2021
455,,6/8/2019,1441.77,Debit,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,Purchase,Online,Groceries,608,2838,Personal Loan,4/4/2021,1,460.41,11/25/2021
456,,7/31/2019,9212.12,Debit,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,Withdrawal,Retail,Groceries,728,6292,Home Loan,8/24/2021,27,3318.84,3/11/2021
457,,4/26/2019,9965.81,Credit,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,Withdrawal,Online,Utilities,730,2257,Personal Loan,5/4/2019,20,2248.01,9/21/2021
458,,12/6/2019,4914.67,Credit,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,Transfer,Online,Groceries,259,1348,Personal Loan,3/1/2019,10,2203.7,7/19/2019
459,,7/13/2020,5416.87,Debit,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,Transfer,Online,Utilities,724,7001,Home Loan,12/8/2021,9,3555.2,12/30/2021
460,,8/20/2020,6805.14,Debit,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,Purchase,ATM,Groceries,530,5415,Home Loan,8/2/2021,30,4576.61,5/25/2019
461,,11/2/2021,2028.38,Credit,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,Withdrawal,Retail,Groceries,432,3191,Home Loan,10/5/2021,3,1588.43,6/18/2021
462,,10/13/2020,7784.67,Credit,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,Transfer,ATM,Groceries,276,7973,Personal Loan,5/14/2021,11,3460.83,1/7/2020
463,,5/21/2019,4476.23,Credit,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,Purchase,Retail,Utilities,310,2991,Home Loan,6/19/2019,16,154.83,9/17/2021
464,,2/7/2021,9467.41,Credit,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,Purchase,Online,Groceries,840,5576,Home Loan,8/25/2019,4,1726.03,8/12/2019
465,,5/3/2020,9346.69,Debit,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,Transfer,Retail,Groceries,129,4386,Home Loan,8/26/2021,22,1873.13,6/17/2021
466,,5/30/2019,1682.43,Credit,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,Withdrawal,ATM,Utilities,208,1234,Home Loan,11/22/2019,30,2419.91,2/6/2019
467,,7/16/2019,526.26,Credit,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,Purchase,Online,Utilities,415,3695,Home Loan,9/14/2021,13,589.73,10/4/2020
468,,7/10/2021,7297.49,Debit,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,Purchase,ATM,Groceries,477,7123,Home Loan,10/8/2021,2,2342.74,3/9/2019
469,,4/8/2021,8727.56,Credit,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,Transfer,Retail,Groceries,122,4881,Home Loan,6/22/2021,10,1659.86,1/7/2021
470,,8/4/2020,8628.92,Debit,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,Purchase,Retail,Utilities,874,8258,Personal Loan,7/3/2021,29,1436.57,12/18/2019
471,,10/27/2020,5990.05,Credit,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,Withdrawal,Retail,Entertainment,846,5447,Home Loan,8/7/2021,5,1277.35,7/5/2020
472,,8/10/2020,535.09,Debit,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,Transfer,ATM,Utilities,754,5181,Home Loan,6/29/2019,31,4793.37,8/29/2019
473,,5/30/2021,8498.01,Debit,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,Purchase,Online,Entertainment,507,9636,Home Loan,1/18/2019,7,4624.61,9/2/2020
474,,9/18/2021,9572.32,Credit,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse,Purchase,ATM,Entertainment,829,3585,Home Loan,1/31/2020,25,1376.01,1/22/2019
475,,4/4/2021,2485.49,Credit,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,Withdrawal,ATM,Groceries,346,3329,Personal Loan,8/17/2019,17,2506,11/6/2021
476,,7/1/2020,5632.41,Debit,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,Transfer,Retail,Entertainment,753,2606,Personal Loan,5/29/2021,21,1624.15,12/8/2020
477,,8/6/2020,2296.02,Debit,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,Withdrawal,ATM,Entertainment,264,7624,Home Loan,8/23/2020,5,2450.42,6/22/2019
478,,3/2/2020,7872.21,Credit,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,Purchase,Online,Entertainment,776,1365,Home Loan,11/10/2021,12,863.39,11/14/2020
